trip_slug,trip_title,trip_type,trip_id,start_date,sharing,vehicle,base_price,sale_price,early_bird_discount
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-04-24,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-01,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-01,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-01,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-08,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-08,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-08,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-15,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-15,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-15,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-22,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-22,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-22,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-29,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-29,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-05-29,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-05,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-05,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-05,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-12,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-12,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-12,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-19,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-19,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-19,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-26,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-26,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-06-26,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-03,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-03,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-03,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-10,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-10,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-10,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-17,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-17,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-17,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-24,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-24,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-24,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-31,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-31,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-07-31,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-07,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-07,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-07,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-14,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-14,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-14,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-21,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-21,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-21,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-28,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-28,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-08-28,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-04,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-04,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-04,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-11,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-11,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-11,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-18,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-18,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-18,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-25,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-25,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-09-25,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-10-02,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-10-02,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-10-02,Triple,,12999,10999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-10-09,Double,,13999,11999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-10-09,Quad,,11999,9999,2000
kedarnath-yatra,Kedarnath Yatra,domestic,78d9685a-a664-42a4-a7a1-7033cc8a77d0,2026-10-09,Triple,,12999,10999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Double,RE Himalayan 411 (Dual Rider),30999,27999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Triple,RE Himalayan 411 (Dual Rider),27999,24999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Double,RE Himalayan 411 (Solo Rider),36999,33999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Triple,RE Himalayan 411 (Solo Rider),33999,30999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Double,RE Himalayan 450 (Dual Rider),35999,32999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Triple,RE Himalayan 450 (Dual Rider),32999,29999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Double,RE Himalayan 450 (Solo Rider),40999,37999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Triple,RE Himalayan 450 (Solo Rider),37999,34999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Double,SIT (Sit on Coach),25999,23999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-03,Triple,SIT (Sit on Coach),22999,20999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Double,RE Himalayan 411 (Dual Rider),30999,27999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Triple,RE Himalayan 411 (Dual Rider),27999,24999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Double,RE Himalayan 411 (Solo Rider),36999,33999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Triple,RE Himalayan 411 (Solo Rider),33999,30999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Double,RE Himalayan 450 (Dual Rider),35999,32999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Triple,RE Himalayan 450 (Dual Rider),32999,29999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Double,RE Himalayan 450 (Solo Rider),40999,37999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Triple,RE Himalayan 450 (Solo Rider),37999,34999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Double,SIT (Sit on Coach),25999,23999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-07,Triple,SIT (Sit on Coach),22999,20999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Double,RE Himalayan 411 (Dual Rider),30999,27999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Triple,RE Himalayan 411 (Dual Rider),27999,24999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Double,RE Himalayan 411 (Solo Rider),36999,33999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Triple,RE Himalayan 411 (Solo Rider),33999,30999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Double,RE Himalayan 450 (Dual Rider),35999,32999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Triple,RE Himalayan 450 (Dual Rider),32999,29999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Double,RE Himalayan 450 (Solo Rider),40999,37999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Triple,RE Himalayan 450 (Solo Rider),37999,34999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Double,SIT (Sit on Coach),25999,23999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-10,Triple,SIT (Sit on Coach),22999,20999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Double,RE Himalayan 411 (Dual Rider),30999,27999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Triple,RE Himalayan 411 (Dual Rider),27999,24999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Double,RE Himalayan 411 (Solo Rider),36999,33999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Triple,RE Himalayan 411 (Solo Rider),33999,30999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Double,RE Himalayan 450 (Dual Rider),35999,32999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Triple,RE Himalayan 450 (Dual Rider),32999,29999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Double,RE Himalayan 450 (Solo Rider),40999,37999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Triple,RE Himalayan 450 (Solo Rider),37999,34999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Double,SIT (Sit on Coach),25999,23999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-14,Triple,SIT (Sit on Coach),22999,20999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Double,RE Himalayan 411 (Dual Rider),30999,27999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Triple,RE Himalayan 411 (Dual Rider),27999,24999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Double,RE Himalayan 411 (Solo Rider),36999,33999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Triple,RE Himalayan 411 (Solo Rider),33999,30999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Double,RE Himalayan 450 (Dual Rider),35999,32999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Triple,RE Himalayan 450 (Dual Rider),32999,29999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Double,RE Himalayan 450 (Solo Rider),40999,37999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Triple,RE Himalayan 450 (Solo Rider),37999,34999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Double,SIT (Sit on Coach),25999,23999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-17,Triple,SIT (Sit on Coach),22999,20999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Double,RE Himalayan 411 (Dual Rider),30999,27999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Triple,RE Himalayan 411 (Dual Rider),27999,24999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Double,RE Himalayan 411 (Solo Rider),36999,33999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Triple,RE Himalayan 411 (Solo Rider),33999,30999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Double,RE Himalayan 450 (Dual Rider),35999,32999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Triple,RE Himalayan 450 (Dual Rider),32999,29999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Double,RE Himalayan 450 (Solo Rider),40999,37999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Triple,RE Himalayan 450 (Solo Rider),37999,34999,3000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Double,SIT (Sit on Coach),25999,23999,2000
ladakh-apricot-blossom,Ladakh Apricot Blossom,domestic,6bb51bb7-f31d-4017-8b5b-cfe2296496ad,2026-04-21,Triple,SIT (Sit on Coach),22999,20999,2000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-03,Double,RE Himalayan (Pillion),25999,22999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-03,Triple,RE Himalayan (Pillion),22999,19999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-03,Double,RE Himalayan (Solo),30999,27999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-03,Triple,RE Himalayan (Solo),27999,24999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-03,Double,SIC (Seat in Coach),21999,19999,2000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-03,Triple,SIC (Seat in Coach),18999,16999,2000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-06,Double,RE Himalayan (Pillion),25999,22999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-06,Triple,RE Himalayan (Pillion),22999,19999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-06,Double,RE Himalayan (Solo),30999,27999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-06,Triple,RE Himalayan (Solo),27999,24999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-06,Double,SIC (Seat in Coach),21999,19999,2000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-06,Triple,SIC (Seat in Coach),18999,16999,2000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-08,Double,RE Himalayan (Pillion),25999,22999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-08,Triple,RE Himalayan (Pillion),22999,19999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-08,Double,RE Himalayan (Solo),30999,27999,3000
ladakh-leh-to-leh-with-turtuk,Leh-Leh With Turtuk 5N6D,domestic,a237ba0e-db89-4f7d-b2de-9a49f01f0a4a,2026-04-08,Triple,RE Himalayan (Solo),27999,24999,3000
